lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
4,1,133.41,7,15,4,5,2,0,4,1
54,2,159.3,7,3,4,0,1,0,3,1
27,1,111.0,4,25,4,0,1,0,0,1
33,2,116.1,5,19,4,1,0,3,0,1
21,0,66.0,2,25,2,1,0,0,0,0
0,0,156.0,8,25,4,1,0,0,5,1
6,1,126.0,5,9,4,1,1,0,3,1
2,2,85.0,6,13,4,0,1,0,0,1
1,1,125.0,3,30,4,1,0,0,3,1
18,1,120.0,10,29,4,1,2,3,0,0
2,0,70.0,2,17,3,4,1,0,0,1
35,0,68.0,12,7,3,4,0,0,0,1
35,1,98.1,2,29,4,5,1,0,0,0
18,0,95.0,4,18,4,1,1,0,0,0
107,1,139.5,7,13,4,4,0,1,0,1
86,0,100.0,9,9,2,3,0,0,0,1
359,1,39.0,10,14,3,3,2,0,0,1
43,2,64.0,12,26,3,2,2,0,0,1
23,0,50.0,12,4,2,2,2,0,0,1
192,2,76.5,8,6,4,3,2,0,0,1
14,1,0.0,9,12,1,0,1,0,1,1
6,1,106.33,3,10,4,3,0,0,0,1
0,1,136.0,10,15,4,2,0,0,3,1
195,2,90.9,10,18,4,4,0,0,0,0
50,0,114.09,11,5,4,1,2,0,0,0
5,0,115.8,10,18,3,3,2,0,0,1
2,0,89.0,4,18,4,0,1,3,0,1
6,0,148.0,8,7,4,2,2,3,0,1
82,1,116.1,5,16,4,1,1,3,0,1
92,0,68.0,7,7,4,4,0,0,0,0
63,2,121.5,7,24,4,1,2,0,0,1
139,0,68.0,11,16,4,4,2,0,0,0
6,0,65.0,8,8,2,0,1,0,0,0
30,2,84.55,8,30,4,4,0,0,0,1
65,1,82.45,3,28,4,5,2,0,0,1
110,0,120.0,10,9,4,0,1,0,0,0
91,0,92.65,12,8,3,3,0,0,0,1
62,1,99.45,4,5,4,4,0,0,0,1
29,2,217.1,6,9,4,3,0,0,5,1
0,0,90.4,11,1,4,0,1,0,0,1
20,0,79.0,1,4,2,2,1,0,0,1
163,2,122.4,12,26,4,2,1,0,3,1
35,1,66.53,10,7,4,2,0,3,0,1
13,2,101.0,12,6,4,0,2,0,0,1
54,0,112.2,4,10,4,3,2,0,3,0
61,0,256.1,7,10,4,1,2,0,6,0
34,1,117.0,9,25,4,1,2,0,0,1
184,1,90.95,7,1,4,2,2,0,0,1
96,3,118.8,10,8,4,1,1,0,0,1
12,0,104.0,12,12,4,0,1,0,0,1
6,2,87.0,3,3,4,1,0,3,0,1
226,1,92.82,12,31,4,3,2,0,3,0
30,1,150.3,1,15,4,2,0,0,5,1
183,1,112.0,8,3,3,4,1,0,0,0
75,0,75.0,12,5,3,3,1,0,0,1
187,1,121.5,8,12,4,2,1,0,0,0
153,1,83.85,7,30,4,5,2,0,3,1
69,2,135.9,8,16,4,3,0,0,0,1
206,0,133.45,10,3,4,4,1,0,3,0
149,0,80.75,8,29,4,2,2,0,0,0
4,1,169.0,9,20,4,1,0,0,0,1
7,0,80.0,3,9,2,2,0,0,0,1
180,0,105.3,7,1,4,2,0,0,3,0
1,0,65.0,9,30,2,1,0,0,0,1
16,1,68.0,11,16,3,4,0,0,0,1
83,2,210.6,6,10,4,2,1,1,3,1
35,0,89.0,5,16,2,0,1,0,0,1
89,1,87.3,4,8,4,2,1,0,0,1
46,0,75.0,11,11,3,2,0,0,0,1
15,0,102.0,12,29,4,3,1,3,0,1
78,0,274.2,12,29,3,3,1,0,6,1
16,2,90.0,8,29,4,1,1,0,0,1
186,0,40.0,4,22,3,2,1,0,0,1
52,0,48.4,3,7,3,4,1,0,0,1
23,0,87.0,1,2,3,1,2,1,0,1
24,1,107.1,6,13,4,3,1,0,0,1
131,0,99.9,5,5,4,3,0,0,0,0
39,1,77.5,3,4,4,2,0,0,0,1
71,0,95.0,9,22,3,3,0,0,0,1
109,0,75.76,4,16,4,2,2,0,1,1
57,1,62.29,2,3,4,3,0,0,0,1
42,1,126.0,10,10,4,0,1,0,0,0
137,2,132.3,10,3,4,4,1,0,3,1
1,1,188.0,12,29,4,2,0,0,3,1
50,1,67.5,12,13,3,2,0,0,0,1
64,0,73.95,2,12,4,2,2,0,0,0
85,0,108.9,7,3,4,3,2,0,0,0
63,0,126.9,5,15,4,1,2,0,0,0
1,1,99.0,7,20,4,1,0,3,0,1
109,1,182.18,12,8,4,3,0,0,6,1
5,1,155.25,8,31,4,3,1,0,5,1
54,1,160.47,7,27,4,2,0,0,3,1
115,1,99.9,7,23,4,1,0,0,0,1
72,0,60.0,2,13,3,2,2,0,0,1
89,0,84.9,4,9,4,1,2,0,0,1
3,1,110.8,8,25,4,3,1,0,3,1
96,1,76.5,7,22,4,4,1,0,0,0
135,2,131.4,12,28,4,1,0,0,3,0
84,0,78.3,3,3,4,3,0,0,0,0
287,1,90.95,10,19,4,4,1,0,0,1
115,0,60.0,2,27,3,3,2,0,0,0
9,2,90.0,8,23,4,4,2,0,0,1
171,0,126.9,9,16,4,2,1,0,0,0
9,1,79.0,3,17,2,1,0,0,0,1
95,3,86.7,4,17,4,2,2,0,0,1
7,2,193.0,2,29,4,2,1,1,3,1
49,1,79.63,3,4,4,2,1,0,0,1
141,0,72.25,8,25,3,3,0,0,0,1
4,3,109.23,11,17,4,3,1,0,0,1
1,0,79.0,1,23,4,1,2,3,0,1
103,0,80.1,10,31,4,0,1,3,0,1
38,1,81.9,3,11,4,2,2,0,0,0
0,1,65.0,3,9,2,1,0,0,0,1
129,0,118.8,8,25,4,2,0,0,3,1
182,0,137.7,8,7,4,1,2,0,3,0
23,0,180.25,11,6,4,2,2,0,0,1
135,2,162.0,9,25,4,0,2,0,3,1
0,0,79.0,2,7,4,0,1,3,0,1
193,0,95.2,8,26,4,2,2,0,0,0
133,1,121.5,6,9,4,3,0,0,0,1
190,0,95.0,6,22,3,4,1,0,0,1
155,1,96.3,6,26,4,1,2,0,0,1
173,1,73.37,6,19,4,2,2,0,0,1
109,0,58.0,3,20,3,1,2,0,0,1
120,0,110.59,5,12,4,3,1,0,0,0
117,1,126.0,11,4,4,5,2,3,0,0
71,1,119.85,5,30,4,3,1,0,0,1
12,0,0.0,8,5,1,3,0,0,0,1
53,2,72.76,7,18,4,2,1,3,0,1
44,1,113.7,10,20,4,3,0,3,0,1
0,0,0.0,5,14,1,1,0,0,0,1
41,2,105.9,10,16,4,2,1,0,0,1
7,0,136.0,9,22,4,3,0,0,3,1
7,3,143.0,9,20,4,1,0,0,0,1
15,1,146.0,6,26,4,1,2,0,3,1
0,1,102.0,8,1,4,0,1,0,0,1
31,1,197.65,9,5,4,2,1,0,6,1
42,1,152.1,8,16,4,2,0,0,0,1
93,0,108.9,7,3,4,5,2,0,0,0
217,2,158.95,8,8,4,4,1,0,5,0
13,0,260.5,4,25,4,3,1,1,5,0
73,0,88.0,11,26,4,1,0,3,0,0
29,2,161.0,10,5,4,4,1,0,3,1
166,1,103.7,8,17,4,4,0,0,0,0
25,1,129.0,10,3,4,1,1,3,0,0
0,2,90.0,8,5,4,3,0,0,0,1
138,0,169.15,7,11,4,4,1,0,5,0
2,1,92.67,11,20,4,1,2,3,0,1
32,0,64.0,1,24,2,1,2,0,0,1
21,1,169.0,10,4,4,2,0,0,0,1
52,0,116.1,7,9,4,1,2,0,3,0
66,0,106.0,1,3,4,2,2,0,0,1
7,1,119.0,4,15,4,2,0,3,0,1
1,0,139.0,7,8,4,1,0,3,0,0
179,1,108.9,10,1,4,1,2,0,0,0
256,0,90.0,6,15,3,2,0,1,0,1
19,1,94.35,6,12,4,0,1,0,0,1
43,0,68.0,11,19,3,2,2,0,0,1
261,2,161.25,10,22,4,1,2,1,0,0
93,2,117.9,8,12,4,2,1,0,0,0
140,0,80.75,6,15,3,4,0,0,0,1
37,1,90.9,10,22,4,2,0,0,0,1
19,0,118.15,9,19,3,0,1,0,0,0
50,2,159.3,6,3,4,2,0,0,3,1
34,2,176.4,10,6,4,3,0,0,3,1
17,0,78.0,11,27,4,1,2,3,0,1
151,1,100.5,8,5,4,2,1,3,0,0
38,0,131.4,3,18,4,2,1,0,3,0
92,1,96.9,12,22,4,3,2,0,3,1
67,1,125.1,8,13,4,1,0,3,0,1
279,0,110.0,10,12,4,3,0,0,0,0
109,1,76.5,8,9,4,3,2,0,0,1
17,0,80.0,12,31,3,1,0,0,0,1
55,0,69.5,3,2,4,3,0,3,0,0
140,1,103.5,8,12,4,2,0,3,0,1
66,0,112.2,4,19,4,4,0,0,3,1
118,1,114.3,8,11,4,1,0,0,0,1
83,1,0.0,12,17,1,0,0,0,0,1
66,1,104.85,10,31,4,3,1,0,3,1
33,1,125.1,7,15,4,1,0,3,0,1
72,1,100.0,9,14,2,2,0,3,0,0
10,3,120.0,10,29,4,1,2,3,0,1
21,1,139.0,7,5,4,5,0,3,0,1
99,1,89.3,3,23,4,2,0,0,0,1
2,0,83.8,2,10,3,4,1,0,0,1
0,0,83.03,3,8,4,1,0,0,1,1
8,0,79.0,2,11,4,1,0,0,0,1
0,0,114.0,8,10,4,3,1,0,0,1
13,2,105.11,5,23,4,2,1,3,0,1
27,2,96.9,12,8,4,3,1,0,3,1
88,1,136.06,11,7,4,3,1,0,0,0
9,1,94.86,9,4,4,2,2,0,3,1
58,0,118.8,4,22,4,2,0,0,3,0
116,0,96.0,2,28,3,1,2,0,0,1
21,0,117.0,2,29,4,0,1,0,3,1
35,1,138.38,3,22,4,4,0,0,3,1
305,0,89.0,11,4,4,2,1,0,0,0
76,0,79.56,7,13,3,4,0,0,0,1
11,1,159.0,9,4,4,2,0,0,0,1
121,1,79.2,12,15,4,2,0,3,0,0
52,0,94.5,4,21,4,2,0,3,0,0
19,0,187.0,7,5,4,4,0,0,3,1
116,0,72.0,2,28,3,2,2,0,0,0
98,1,106.2,11,2,4,4,0,0,0,1
95,0,81.5,3,23,4,3,0,3,0,1
54,1,64.37,11,11,4,2,1,3,0,1
123,0,162.0,9,20,4,5,1,0,3,0
5,1,139.0,7,14,4,3,0,3,0,1
17,1,87.5,8,29,4,4,2,0,0,0
75,1,146.7,7,30,4,1,0,0,3,1
9,1,90.0,3,7,4,0,1,3,0,1
12,1,119.0,5,23,4,2,1,3,0,1
176,0,94.12,10,7,4,2,2,0,0,0
101,1,126.9,5,5,4,3,0,0,0,1
4,0,65.0,9,19,2,0,1,0,0,1
31,1,134.1,10,4,4,1,0,0,0,1
12,1,89.0,1,16,4,5,2,0,0,1
199,0,73.45,6,3,4,2,0,3,0,0
71,0,51.96,7,11,4,1,0,3,0,1
118,1,96.3,6,27,4,2,1,0,0,1
90,0,80.75,10,17,3,3,1,0,0,1
2,0,65.0,10,2,3,2,1,0,0,1
7,1,65.0,12,27,2,2,0,0,0,1
12,1,101.68,6,30,4,1,0,3,0,1
108,1,76.5,8,24,4,2,1,0,0,1
13,2,88.4,12,18,4,4,2,0,0,1
45,2,126.9,5,21,4,1,1,0,0,1
37,1,131.03,7,20,4,4,0,3,0,1
110,1,109.25,5,1,4,3,2,0,0,1
1,2,121.0,4,22,4,2,1,0,0,1
11,0,174.33,7,18,3,2,1,0,4,1
145,1,112.0,7,4,3,4,1,0,0,1
95,1,130.5,7,1,4,3,2,0,0,1
5,0,70.84,2,23,4,2,0,0,0,1
221,1,96.9,8,22,3,1,1,0,0,1
117,0,123.62,4,29,4,2,0,0,4,0
103,0,80.0,5,4,3,3,0,0,0,1
0,0,95.0,10,5,2,1,0,0,0,1
7,1,98.0,6,22,2,1,0,0,0,1
13,0,95.0,4,19,0,3,0,0,0,1
0,0,124.0,9,8,4,1,0,0,0,1
4,0,84.0,1,22,4,2,0,3,0,1
68,1,137.7,4,21,4,1,0,0,3,0
111,2,150.45,6,13,4,5,2,0,3,0
65,0,63.58,11,19,4,2,2,3,0,1
231,0,69.58,12,27,4,5,2,0,0,0
47,2,79.0,10,2,4,3,2,3,0,1
30,1,111.6,6,19,3,2,2,0,0,1
49,3,117.9,7,1,4,2,1,0,0,1
304,0,74.15,10,21,4,2,1,0,0,0
53,2,128.1,9,4,4,4,2,0,3,1
51,2,103.7,12,6,4,4,0,0,0,1
230,1,119.85,9,18,4,2,2,0,0,0
39,1,136.08,3,12,4,3,2,1,3,1
39,0,126.9,5,21,4,1,2,0,0,0
1,0,83.0,5,10,4,1,0,0,0,1
0,1,159.0,9,12,4,0,1,0,0,1
80,1,207.9,11,11,4,2,0,1,5,1
7,0,113.6,9,16,3,2,0,0,0,1
126,1,80.75,9,12,3,2,1,0,0,0
106,1,104.0,12,27,4,2,0,0,0,1
22,1,139.0,7,6,4,2,0,3,0,1
58,2,159.3,6,10,4,2,1,0,3,1
19,1,58.0,12,22,3,4,0,0,0,1
18,1,140.9,6,2,4,3,1,0,3,1
72,0,89.25,9,16,4,2,0,0,0,0
0,0,90.0,8,25,3,1,0,1,0,1
118,0,116.1,6,2,4,3,0,3,0,0
227,0,90.95,8,24,4,4,1,0,0,0
5,0,105.0,11,1,4,2,2,0,3,1
75,0,0.0,7,18,4,2,1,0,0,1
228,1,102.85,10,5,4,4,0,0,0,0
1,0,198.0,9,22,3,3,1,0,3,1
154,0,112.0,7,13,3,4,1,0,0,0
237,2,87.67,9,22,4,3,1,0,0,1
151,1,110.58,7,11,4,3,1,0,0,0
278,2,139.9,7,23,4,1,2,0,0,0
19,0,139.0,8,20,4,2,2,3,0,0
2,2,130.0,8,17,4,1,0,0,0,1
33,1,109.0,10,28,4,2,2,3,0,0
111,1,99.45,6,26,4,2,2,0,0,1
0,0,149.0,8,27,4,1,1,3,0,1
52,0,67.0,10,13,2,1,0,0,0,1
27,0,129.0,3,22,4,3,0,3,0,0
26,1,160.0,10,2,4,0,2,0,0,1
38,2,102.7,3,21,4,2,1,0,3,1
18,1,221.0,5,6,4,2,0,0,5,1
19,0,174.5,3,18,4,2,0,1,0,0
69,1,162.3,8,27,4,1,2,0,3,0
157,0,112.0,7,14,3,3,0,0,0,0
40,0,71.1,3,11,4,2,2,3,0,0
179,1,77.56,8,31,4,3,1,0,0,1
173,0,85.5,7,8,4,2,0,3,0,0
3,0,110.0,5,1,0,6,4,0,3,0
116,0,61.0,2,28,4,1,2,0,0,0
311,1,112.5,12,30,4,2,0,0,0,0
14,0,79.25,1,21,4,3,0,0,1,1
43,0,126.6,4,27,4,3,0,0,3,1
10,0,12.0,11,13,4,2,0,0,0,1
134,1,71.0,4,19,3,4,0,0,0,1
33,0,62.0,1,25,2,1,1,0,0,0
40,0,112.95,3,23,4,4,0,0,0,0
75,0,78.15,3,21,4,1,1,0,1,1
17,2,138.0,12,30,4,2,0,0,0,1
164,1,126.9,9,30,4,2,2,0,3,0
14,0,85.0,2,18,4,2,0,0,0,0
69,1,74.8,11,25,4,2,1,3,0,1
10,1,110.08,9,5,4,4,2,0,3,1
43,1,88.46,11,11,4,2,1,0,0,1
4,1,137.0,5,11,4,1,0,0,0,1
210,2,96.3,7,31,4,0,2,0,0,0
144,0,95.4,6,2,4,3,0,3,0,1
256,0,115.0,6,15,3,2,0,1,0,0
92,1,63.75,12,1,4,15,4,0,0,0
0,1,65.0,3,16,2,1,0,0,0,1
206,1,168.3,8,5,4,1,0,0,5,0
60,1,75.0,4,8,3,2,2,0,0,1
21,1,102.0,11,1,4,4,0,0,0,1
1,1,120.0,1,25,4,1,1,0,0,1
76,1,109.8,6,27,4,3,1,0,0,1
0,2,201.0,3,23,4,2,0,0,5,1
140,0,82.45,8,9,3,5,0,0,3,1
10,0,101.0,4,7,4,1,0,0,0,0
154,1,120.7,7,7,4,3,1,0,3,0
188,1,90.95,7,25,4,3,1,0,0,1
18,0,93.67,12,30,3,2,1,0,0,1
16,0,117.0,4,22,4,1,0,0,0,0
9,0,87.0,1,15,4,2,1,0,0,1
2,1,141.0,6,17,4,1,0,0,0,1
63,0,118.43,9,24,3,4,2,0,0,1
161,0,105.0,3,25,4,2,1,1,0,0
26,0,88.0,12,5,4,2,1,3,0,1
28,0,94.35,6,13,4,1,1,0,0,0
10,0,63.75,10,22,3,3,1,0,3,1
49,0,65.0,9,22,2,1,0,0,0,1
57,1,158.4,10,17,4,3,1,0,3,1
22,3,159.0,9,15,4,1,0,0,0,1
66,2,130.5,7,24,4,0,2,0,0,1
18,1,160.67,9,28,4,3,0,1,3,1
31,0,95.0,10,9,2,2,2,0,0,1
6,0,65.0,11,17,2,2,0,0,0,1
171,2,72.25,8,11,3,3,2,0,0,1
8,1,155.0,10,28,4,2,1,0,3,0
13,0,6.0,3,20,4,0,1,0,0,1
345,2,78.3,12,20,4,2,0,0,0,0
10,2,204.0,9,30,4,2,0,0,3,1
89,0,126.9,5,7,4,1,1,0,0,0
65,0,100.0,10,2,3,2,0,0,0,1
66,1,89.25,9,20,4,3,2,0,0,1
113,2,137.21,5,16,4,5,2,0,3,1
9,0,95.0,4,20,3,3,0,0,0,1
52,0,90.0,11,3,4,2,0,0,0,0
60,1,140.4,6,1,4,3,0,0,3,1
185,1,122.4,10,5,4,2,0,0,3,0
18,0,104.0,12,23,4,1,0,0,0,1
1,1,119.0,4,23,4,3,2,0,0,1
166,1,94.5,8,6,4,1,2,3,0,1
7,1,114.0,10,22,4,1,0,3,0,1
5,1,111.0,11,18,4,2,0,0,0,1
1,0,146.0,9,29,2,3,0,1,0,1
0,0,129.0,6,20,4,0,1,3,0,1
127,0,152.4,6,20,4,2,1,0,3,1
7,2,115.0,9,5,4,1,0,3,0,1
93,0,90.95,4,15,4,1,0,0,0,1
53,0,85.0,8,8,3,5,2,0,0,1
1,0,85.0,10,8,3,1,0,0,0,1
32,1,95.0,1,24,2,1,2,0,3,1
204,2,168.3,9,12,4,1,1,0,3,0
40,0,131.4,3,18,4,2,0,0,3,1
75,0,80.0,3,17,4,3,1,0,0,0
33,1,90.52,10,29,4,2,2,0,0,1
6,0,65.0,5,23,2,1,1,0,0,1
97,1,63.75,7,3,3,2,0,0,0,0
121,2,198.9,8,23,4,1,0,0,5,1
36,0,278.9,7,27,4,4,1,0,6,0
280,0,100.0,9,19,3,2,1,0,0,0
107,1,108.0,10,21,4,2,1,3,0,1
44,0,112.0,11,5,3,2,2,0,0,1
139,1,130.5,8,9,4,5,0,0,0,1
15,0,92.17,10,11,4,4,2,0,0,1
0,0,163.18,5,18,2,1,0,0,0,0
108,0,199.8,10,11,4,4,0,0,5,0
1,0,93.0,7,20,3,1,0,0,0,1
51,1,90.2,8,31,4,4,1,0,3,1
15,0,97.0,12,23,4,1,0,0,0,1
37,2,105.3,10,22,4,2,0,0,3,1
38,1,117.0,10,3,4,2,1,0,0,1
22,0,95.0,10,11,3,3,0,0,0,1
144,0,146.7,8,4,4,2,0,0,3,1
6,0,97.0,12,17,4,2,0,0,3,1
205,1,95.5,10,20,4,3,0,0,0,0
91,1,90.9,4,12,4,3,0,0,0,1
68,1,108.38,4,24,4,2,2,0,0,0
86,2,198.9,5,22,4,3,2,1,0,1
2,0,144.8,11,25,3,2,0,0,5,1
52,2,126.9,5,21,4,1,0,0,0,1
69,0,99.3,4,17,4,1,2,0,0,1
115,1,90.9,10,26,4,1,0,0,0,1
9,0,79.0,2,4,4,3,0,3,0,0
115,1,99.45,5,4,4,4,1,0,0,1
6,1,136.67,5,16,4,2,1,0,0,1
66,1,119.07,10,3,4,1,1,0,3,0
32,2,126.0,4,20,4,2,0,0,0,1
125,2,132.3,10,17,4,0,1,0,3,1
55,0,100.0,9,9,2,2,0,0,0,0
97,0,102.3,4,16,4,1,2,0,3,1
10,0,97.0,3,11,4,2,1,3,0,1
179,1,80.1,10,26,4,4,0,3,0,1
103,0,116.1,6,14,4,2,0,3,1,0
3,0,46.54,8,31,3,3,1,0,0,1
86,0,134.1,8,14,4,0,1,0,0,0
10,1,75.0,1,17,4,0,2,3,0,1
67,1,69.5,3,10,4,3,0,3,0,1
63,0,112.59,8,3,4,3,0,3,0,0
87,1,117.9,8,14,4,1,2,0,0,0
34,1,151.2,10,4,4,3,0,0,3,1
42,0,168.63,3,20,4,2,2,0,5,0
0,0,133.0,12,10,4,1,0,0,3,1
92,1,99.9,7,15,4,1,0,0,0,1
73,1,159.3,4,30,4,1,2,0,3,0
39,1,73.81,11,11,4,3,2,0,0,1
61,1,159.3,5,4,4,1,0,0,0,1
32,1,124.0,11,4,4,1,0,0,0,0
44,1,66.5,2,8,4,3,1,0,1,0
17,1,70.0,3,17,2,2,0,0,0,1
27,0,135.87,5,20,4,4,2,0,3,0
190,0,84.25,8,9,3,5,0,0,3,1
9,0,65.0,11,11,2,1,0,0,0,1
166,1,80.75,7,7,4,3,1,3,0,1
0,0,95.0,6,20,0,3,1,0,0,0
0,0,94.0,2,24,4,1,0,3,0,1
49,1,75.95,3,8,4,4,0,0,0,1
69,1,110.08,4,18,4,3,1,0,3,1
7,1,140.0,8,22,4,1,1,0,0,0
36,0,85.0,10,20,3,3,0,0,0,1
106,0,124.2,11,4,4,2,1,1,0,0
15,0,119.0,12,3,4,1,2,1,0,1
61,1,126.9,5,14,4,1,0,0,0,1
15,0,66.0,12,27,4,1,2,3,0,1
73,1,135.0,10,12,4,4,1,0,0,0
77,2,168.3,9,2,4,2,1,0,3,1
130,2,139.5,9,29,4,3,0,0,3,0
26,1,139.0,10,16,4,4,2,0,0,1
61,1,207.64,9,7,4,5,2,0,5,1
152,2,110.65,8,5,4,2,1,0,0,0
131,2,121.5,7,3,4,0,2,0,0,1
166,0,128.7,8,29,4,0,1,0,3,0
3,0,150.33,6,12,4,1,2,0,3,1
110,0,85.75,5,17,3,7,2,0,0,1
23,0,230.0,3,22,4,3,0,0,5,0
77,2,79.2,12,6,4,2,0,3,0,1
188,0,168.3,7,7,4,2,0,0,5,0
1,0,12.0,8,7,4,0,1,0,0,1
188,0,105.3,8,13,4,1,1,0,0,0
99,1,97.71,5,22,4,1,2,0,0,1
151,1,71.0,1,19,3,3,0,0,0,1
55,1,94.5,10,9,4,2,0,0,0,1
9,3,168.0,9,8,4,1,0,0,0,1
41,1,177.3,8,24,4,3,0,0,3,1
187,3,103.5,10,7,4,2,1,0,0,1
88,2,131.4,8,19,4,1,0,0,3,1
32,1,140.7,4,13,4,3,0,0,3,1
96,0,103.5,7,6,4,4,0,3,0,1
12,0,65.0,9,14,2,3,1,0,0,0
15,0,125.67,4,29,4,2,1,3,0,0
144,0,72.25,7,16,3,5,2,0,0,1
2,0,94.0,10,30,0,1,2,0,3,1
35,1,79.2,11,22,4,1,0,3,0,1
139,1,96.3,7,4,4,0,1,0,0,1
17,0,97.0,3,11,4,1,0,3,0,0
43,0,140.4,5,14,4,1,0,0,3,0
112,1,112.5,8,9,4,4,0,3,0,1
60,0,75.0,11,15,3,3,0,0,0,1
1,0,76.0,2,29,3,2,1,0,0,1
75,0,88.83,4,5,4,4,0,0,0,1
28,0,166.67,11,11,4,2,1,0,3,0
27,2,110.0,9,11,4,0,2,0,0,1
2,0,72.5,8,15,4,1,2,1,0,0
17,0,102.33,4,2,4,1,2,3,0,0
21,0,157.0,6,1,4,2,0,0,3,0
202,2,127.22,8,24,4,4,2,0,3,0
76,1,87.3,4,2,4,1,2,0,0,1
4,0,65.0,5,10,2,1,0,0,0,1
3,1,166.0,8,5,4,2,2,0,3,1
175,0,78.88,10,27,3,3,2,0,3,1
8,3,111.0,2,21,4,1,2,0,0,1
37,3,99.48,11,14,4,4,1,1,3,1
12,0,149.0,9,25,4,0,2,0,0,0
160,1,208.13,6,25,4,5,2,0,5,0
25,1,113.31,6,26,4,4,2,0,3,1
102,0,63.75,8,6,3,1,1,3,0,1
49,2,98.87,6,8,4,3,0,0,3,1
86,0,49.07,11,20,3,2,1,0,0,1
26,0,85.0,10,9,3,2,2,0,0,1
149,0,130.5,8,12,4,2,1,0,0,0
418,0,107.0,9,26,4,2,1,1,0,0
63,0,168.3,8,9,4,3,0,0,3,1
221,0,71.28,12,31,3,1,1,0,0,1
122,1,66.53,4,25,4,5,1,0,0,1
115,0,132.3,10,15,4,4,2,0,3,0
19,1,89.0,1,27,4,3,0,0,0,1
2,0,79.0,11,9,1,2,1,0,0,1
143,1,97.54,8,18,4,1,0,0,1,1
50,0,96.3,4,3,4,0,1,0,0,0
144,0,133.69,7,9,4,5,2,0,3,0
19,2,129.0,9,25,4,0,1,3,0,1
264,0,96.3,10,28,4,2,1,0,0,0
79,1,115.6,4,25,3,1,1,0,3,1
88,1,69.5,1,29,4,2,0,3,0,1
47,1,142.65,6,19,4,2,2,1,0,1
71,0,75.0,12,2,3,2,1,0,0,1
171,0,80.75,7,11,4,4,1,3,0,0
47,0,116.1,5,22,4,0,2,3,0,1
44,2,149.4,9,18,4,3,2,0,3,1
39,0,117.9,7,2,4,1,2,0,0,0
128,1,99.9,5,12,4,1,0,0,0,1
4,0,90.6,9,30,3,1,0,1,0,1
4,0,65.0,10,12,2,0,1,0,0,1
68,0,121.5,5,10,4,3,0,0,0,0
160,0,71.6,7,25,4,5,3,0,0,0
72,0,159.3,5,13,4,1,0,0,0,0
68,0,93.6,11,25,4,2,0,0,0,1
266,0,75.0,12,2,3,2,0,0,0,1
11,0,79.5,11,1,3,6,2,3,0,1
39,1,65.0,12,27,3,1,0,0,0,1
8,0,184.0,9,17,4,1,0,0,3,1
23,0,95.0,10,15,0,1,2,0,0,0
1,1,151.0,8,4,4,1,0,0,0,1
156,0,108.9,8,11,4,1,0,0,0,0
7,0,95.0,3,29,4,2,0,0,0,1
68,3,135.0,10,8,4,1,2,0,0,1
208,0,150.45,9,12,4,12,5,0,3,0
130,2,85.5,8,27,4,1,2,3,0,1
51,0,60.0,11,12,3,3,2,0,3,1
8,1,102.0,1,27,4,1,0,0,0,1
5,0,69.0,12,17,3,2,0,0,3,1
79,0,109.0,6,24,3,2,0,1,0,1
105,1,61.09,12,26,4,3,1,3,0,1
166,2,73.6,4,21,4,3,0,0,1,1
1,0,55.0,3,15,1,2,0,0,0,1
169,2,167.45,7,5,4,4,0,0,5,0
95,1,118.8,7,14,4,4,2,0,3,1
59,1,120.96,9,2,4,3,2,0,3,0
10,1,66.0,3,5,2,2,2,0,0,1
7,0,66.7,1,26,4,1,0,3,0,1
5,1,67.0,11,7,2,0,1,0,0,1
12,0,140.5,12,20,3,2,2,1,3,1
40,1,72.76,10,14,4,2,0,0,0,1
33,0,95.0,1,25,2,1,1,0,0,1
6,0,65.0,5,31,2,1,0,0,0,1
227,0,77.35,10,29,4,3,2,3,0,0
23,0,61.0,1,11,4,0,1,3,0,1
6,0,62.8,2,2,3,3,0,0,0,1
143,0,121.8,7,19,4,3,0,0,3,0
56,1,207.9,8,6,4,1,1,0,5,1
206,1,112.5,10,24,4,2,1,0,0,0
166,1,96.79,7,7,4,3,1,0,0,0
183,0,187.5,8,16,4,5,0,1,3,0
133,0,82.45,8,19,4,2,1,0,3,0
53,1,107.1,7,3,4,1,2,3,0,1
55,0,168.3,9,20,4,3,0,0,3,0
76,2,99.73,7,4,4,3,1,0,0,1
35,0,97.0,9,17,3,3,0,0,3,1
59,2,171.0,9,6,4,5,1,1,3,1
124,1,46.67,3,15,3,5,1,0,0,1
45,0,151.2,9,30,4,1,0,0,3,1
53,1,91.48,3,6,4,0,1,0,3,1
252,0,111.6,10,15,4,1,1,0,0,0
11,2,141.0,8,20,4,1,1,0,0,1
6,0,0.0,12,10,4,2,0,1,0,1
14,0,89.0,4,19,4,1,0,3,0,0
155,0,105.3,7,25,4,1,1,0,0,0
43,0,85.5,10,27,3,3,0,0,0,1
59,0,151.2,10,9,4,0,1,0,3,1
77,2,149.4,9,19,4,3,1,0,3,1
0,0,67.0,12,13,2,1,0,0,0,1
140,2,140.98,12,27,4,3,0,0,5,1
115,0,131.4,8,26,4,2,2,0,3,0
47,1,73.08,3,30,4,3,0,0,0,1
